N,P,K,pH,EC,soil_temp_C,soil_moisture,crop,growth_stage,recommended_fertilizer
54,33,38,6.87,0.81,28,33,groundnut,vegetative,NPK 19-19-19
51,28,25,5.97,1.27,39,48,rice,flowering,NPK 14-35-14
49,19,25,6.38,0.95,39,38,groundnut,maturity,NPK 12-32-16
58,33,44,7.21,1.38,24,24,sugarcane,maturity,NPK 12-32-16
68,17,44,5.83,0.65,32,24,rice,vegetative,Urea
31,30,31,6.03,1.01,34,34,wheat,vegetative,NPK 19-19-19
60,33,47,6.39,1.15,32,45,soybean,maturity,NPK 12-32-16
66,15,18,6.92,1.02,27,43,wheat,maturity,MOP
37,30,43,6.25,1.39,21,38,maize,vegetative,NPK 19-19-19
40,34,14,7.36,1.49,39,39,rice,maturity,MOP
32,16,40,5.69,0.62,34,28,wheat,maturity,MOP
40,33,35,6.24,0.63,21,47,sugarcane,vegetative,Single Super Phosphate
27,10,33,6.92,0.63,39,35,sugarcane,vegetative,NPK 19-19-19
65,27,17,5.95,1.18,39,30,groundnut,flowering,DAP
59,33,35,6.81,0.87,28,53,wheat,flowering,DAP
65,34,34,5.83,1.23,21,44,groundnut,maturity,NPK 12-32-16
26,29,49,5.61,0.91,29,59,maize,vegetative,Single Super Phosphate
42,21,21,5.74,1.13,27,40,rice,flowering,DAP
63,25,27,7.36,1.27,31,24,maize,maturity,NPK 12-32-16
51,19,22,6.6,1.05,35,30,soybean,maturity,MOP
30,19,43,7.09,1.04,23,28,groundnut,maturity,NPK 12-32-16
41,23,17,6.17,0.59,22,30,wheat,maturity,NPK 12-32-16
41,34,35,6.69,0.91,19,56,groundnut,vegetative,Single Super Phosphate
62,29,44,6.49,1.05,30,20,maize,maturity,MOP
44,19,23,7.39,0.96,31,45,soybean,flowering,NPK 10-26-26
41,19,38,7.0,1.4,20,29,maize,vegetative,NPK 19-19-19
47,34,49,6.96,1.41,28,59,soybean,maturity,MOP
48,20,29,5.59,1.32,39,38,sugarcane,flowering,NPK 10-26-26
32,32,24,6.6,0.88,21,35,sugarcane,flowering,DAP
37,11,41,6.43,1.22,30,56,wheat,vegetative,NPK 19-19-19
21,34,24,7.36,0.9,25,23,maize,vegetative,Urea
48,29,45,6.01,0.73,25,33,sugarcane,vegetative,Single Super Phosphate
40,17,47,6.04,0.84,30,49,groundnut,flowering,DAP
34,32,41,6.32,0.57,27,26,rice,flowering,NPK 10-26-26
46,16,36,5.99,0.83,30,31,groundnut,maturity,MOP
69,17,13,5.76,0.96,30,43,sugarcane,vegetative,Single Super Phosphate
50,10,47,7.21,1.46,34,58,sugarcane,vegetative,Urea
34,30,29,6.62,0.81,23,41,maize,vegetative,Urea
42,11,16,7.22,1.4,19,49,soybean,vegetative,Urea
43,27,30,7.16,0.73,34,58,rice,flowering,NPK 14-35-14
63,24,29,6.06,0.69,29,39,rice,vegetative,Single Super Phosphate
32,10,43,6.6,1.02,23,45,soybean,flowering,DAP
41,14,32,5.67,1.17,22,24,maize,flowering,NPK 10-26-26
62,11,21,7.33,0.54,22,59,sugarcane,vegetative,Single Super Phosphate
56,29,48,6.31,0.72,26,25,soybean,flowering,DAP
52,12,33,6.29,0.96,39,53,rice,flowering,NPK 10-26-26
22,28,24,6.11,0.83,20,24,rice,vegetative,Urea
38,27,28,6.42,1.21,37,29,sugarcane,vegetative,Single Super Phosphate
42,31,20,6.0,1.01,22,47,sugarcane,maturity,NPK 12-32-16
48,27,35,6.25,0.66,24,22,wheat,flowering,NPK 14-35-14
49,23,25,7.1,1.39,29,32,groundnut,flowering,DAP
58,33,19,7.17,0.79,24,21,soybean,maturity,NPK 12-32-16
63,17,48,6.11,1.23,27,54,sugarcane,maturity,NPK 12-32-16
66,21,30,6.44,1.28,25,47,wheat,vegetative,Single Super Phosphate
44,30,39,7.25,1.46,34,56,maize,maturity,MOP
56,19,41,5.61,1.0,22,42,rice,vegetative,Urea
66,32,18,7.28,1.12,32,42,soybean,vegetative,NPK 19-19-19
27,29,37,5.94,0.83,26,54,groundnut,vegetative,NPK 19-19-19
61,26,22,6.86,1.18,28,58,maize,flowering,NPK 14-35-14
35,20,25,6.67,0.96,30,51,soybean,flowering,NPK 10-26-26
27,11,32,6.61,0.94,35,21,soybean,vegetative,NPK 19-19-19
20,13,19,7.22,1.36,34,35,sugarcane,maturity,MOP
63,10,14,5.7,0.55,26,35,wheat,flowering,DAP
24,24,39,6.19,1.38,27,22,soybean,flowering,NPK 14-35-14
22,22,40,6.58,1.35,22,47,groundnut,maturity,MOP
20,17,34,7.12,1.01,28,48,maize,flowering,NPK 10-26-26
23,34,29,5.93,0.99,39,39,groundnut,maturity,NPK 12-32-16
59,13,46,7.11,0.86,32,55,soybean,maturity,MOP
54,19,24,6.3,1.49,19,52,groundnut,flowering,NPK 10-26-26
51,28,23,5.88,0.61,38,41,groundnut,maturity,MOP
61,27,16,7.02,1.09,37,27,wheat,maturity,NPK 12-32-16
53,14,22,5.68,1.18,31,43,rice,vegetative,Urea
62,28,22,6.53,1.43,22,56,soybean,vegetative,Urea
44,32,42,5.63,1.28,23,39,maize,flowering,NPK 14-35-14
29,31,42,6.21,1.14,39,31,rice,maturity,NPK 12-32-16
40,25,24,6.7,0.62,32,39,groundnut,flowering,NPK 10-26-26
65,10,25,6.61,0.87,21,39,rice,flowering,NPK 10-26-26
58,21,36,6.31,0.64,27,23,sugarcane,vegetative,Urea
46,33,44,6.36,1.38,36,49,sugarcane,maturity,NPK 12-32-16
46,11,44,5.95,1.25,26,50,soybean,flowering,NPK 10-26-26
21,30,26,6.41,1.26,38,41,maize,flowering,DAP
60,34,27,7.41,1.15,27,34,sugarcane,vegetative,NPK 19-19-19
67,17,49,7.2,1.01,21,57,groundnut,vegetative,Single Super Phosphate
32,27,17,5.79,0.65,39,56,wheat,vegetative,NPK 19-19-19
28,34,36,5.56,0.83,21,47,wheat,flowering,DAP
55,25,26,7.37,0.64,23,30,groundnut,maturity,MOP
41,14,15,6.55,1.22,25,33,rice,vegetative,NPK 19-19-19
61,31,15,6.58,0.66,33,30,groundnut,vegetative,Single Super Phosphate
45,22,41,7.06,1.2,25,28,rice,maturity,NPK 12-32-16
31,28,45,6.13,1.19,33,43,rice,flowering,DAP
36,12,38,6.46,0.96,23,29,wheat,flowering,DAP
33,17,42,7.44,0.64,34,57,sugarcane,maturity,NPK 12-32-16
33,21,43,6.84,0.81,18,56,groundnut,vegetative,Urea
53,11,20,5.81,0.82,36,51,sugarcane,maturity,NPK 12-32-16
39,20,19,5.77,1.2,35,39,soybean,flowering,DAP
30,21,25,5.91,0.61,34,33,maize,flowering,DAP
35,27,44,7.03,1.33,34,57,wheat,vegetative,Urea
50,22,34,6.09,1.26,29,23,rice,vegetative,NPK 19-19-19
25,14,32,5.54,0.69,29,43,maize,maturity,NPK 12-32-16
38,31,23,7.39,1.22,23,51,rice,flowering,NPK 10-26-26
56,21,13,5.84,1.17,24,29,maize,flowering,NPK 10-26-26
23,11,24,5.52,1.25,25,35,maize,maturity,MOP
66,14,15,5.97,0.69,20,58,sugarcane,vegetative,Single Super Phosphate
23,16,31,5.97,0.66,34,51,soybean,flowering,NPK 10-26-26
39,33,25,6.34,0.74,38,37,soybean,flowering,DAP
29,21,41,7.34,0.87,25,44,rice,vegetative,Urea
43,25,40,7.26,1.29,28,26,wheat,flowering,NPK 10-26-26
54,32,19,6.41,1.24,37,37,soybean,vegetative,NPK 19-19-19
45,17,23,6.32,1.43,35,37,wheat,maturity,NPK 12-32-16
56,18,49,6.61,0.56,33,22,rice,vegetative,Urea
57,24,37,5.99,0.51,30,20,wheat,vegetative,NPK 19-19-19
40,14,13,5.6,1.2,26,52,maize,maturity,NPK 12-32-16
59,22,25,7.38,0.78,36,26,maize,flowering,NPK 14-35-14
58,14,17,5.87,0.83,24,29,rice,flowering,NPK 14-35-14
40,20,42,5.9,1.05,34,27,wheat,vegetative,NPK 19-19-19
29,19,28,6.44,0.6,25,51,wheat,vegetative,Single Super Phosphate
57,29,36,6.48,1.14,25,42,rice,maturity,MOP
65,22,43,5.54,0.83,20,36,soybean,maturity,NPK 12-32-16
23,18,23,5.8,1.13,33,33,sugarcane,flowering,DAP
64,30,24,6.26,1.33,29,36,soybean,flowering,DAP
39,23,30,6.87,0.67,32,44,groundnut,maturity,MOP
36,27,36,5.96,1.43,38,40,sugarcane,vegetative,Urea
26,24,42,6.35,1.03,21,25,wheat,maturity,NPK 12-32-16
23,19,48,6.61,1.42,24,39,sugarcane,flowering,NPK 14-35-14
48,33,36,7.28,0.71,28,39,sugarcane,vegetative,Single Super Phosphate
33,16,27,6.15,1.1,22,45,wheat,maturity,NPK 12-32-16
22,17,49,5.77,0.9,30,51,maize,flowering,NPK 10-26-26
43,12,34,6.48,1.27,28,27,sugarcane,vegetative,Urea
56,24,25,6.99,1.11,22,48,rice,vegetative,Urea
35,25,17,5.72,0.99,25,36,soybean,vegetative,NPK 19-19-19
23,13,36,6.35,1.41,38,37,wheat,vegetative,NPK 19-19-19
43,30,34,5.54,0.88,34,59,wheat,vegetative,Urea
53,15,23,5.57,0.72,28,37,sugarcane,maturity,MOP
49,10,24,6.47,1.11,36,30,maize,vegetative,Single Super Phosphate
37,13,47,6.1,1.12,35,31,maize,maturity,NPK 12-32-16
38,20,45,7.19,0.94,27,34,soybean,vegetative,Single Super Phosphate
50,21,17,6.7,0.99,22,45,soybean,flowering,NPK 14-35-14
38,14,49,6.41,1.46,18,22,maize,vegetative,Single Super Phosphate
68,32,19,6.32,1.23,34,22,groundnut,maturity,NPK 12-32-16
65,30,19,6.49,0.61,34,57,maize,flowering,NPK 10-26-26
38,25,44,5.58,0.71,18,54,maize,flowering,DAP
41,22,45,7.29,1.48,18,28,sugarcane,maturity,NPK 12-32-16
43,22,26,7.5,1.23,39,59,rice,flowering,NPK 10-26-26
64,26,47,5.86,1.42,26,23,soybean,maturity,NPK 12-32-16
31,16,46,5.74,0.8,21,39,groundnut,vegetative,NPK 19-19-19
49,17,33,5.79,1.24,26,34,groundnut,vegetative,NPK 19-19-19
57,22,34,6.82,1.21,31,48,wheat,maturity,NPK 12-32-16
50,32,33,6.82,0.79,32,24,maize,vegetative,Urea
55,25,16,7.2,1.05,33,58,maize,flowering,NPK 10-26-26
38,13,42,7.0,1.13,33,59,rice,vegetative,NPK 19-19-19
67,17,24,6.4,0.98,30,26,maize,vegetative,Urea
64,25,39,6.73,1.33,31,27,soybean,flowering,NPK 10-26-26
55,30,31,6.88,1.33,39,51,groundnut,flowering,DAP
49,19,44,6.53,1.35,38,55,maize,vegetative,Single Super Phosphate
68,34,27,6.45,1.3,26,52,rice,vegetative,Single Super Phosphate
52,21,40,6.79,0.99,26,56,sugarcane,vegetative,NPK 19-19-19
37,21,34,6.61,0.88,38,51,soybean,maturity,NPK 12-32-16
68,14,35,6.79,1.33,21,55,sugarcane,maturity,NPK 12-32-16
47,25,45,6.73,0.99,27,53,wheat,vegetative,NPK 19-19-19
66,10,18,6.94,0.75,20,44,rice,vegetative,NPK 19-19-19
30,18,49,6.79,1.01,38,51,wheat,flowering,NPK 14-35-14
64,21,48,6.54,0.64,26,21,wheat,vegetative,Single Super Phosphate
52,14,15,6.86,1.19,36,28,groundnut,vegetative,NPK 19-19-19
36,31,45,6.4,0.84,33,57,wheat,maturity,MOP
25,29,33,5.98,0.76,33,48,wheat,maturity,MOP
23,31,16,5.5,1.46,34,57,rice,maturity,MOP
39,33,34,6.62,1.28,35,37,sugarcane,flowering,DAP
67,12,26,6.68,1.29,27,41,maize,vegetative,NPK 19-19-19
66,14,42,7.44,1.12,38,54,wheat,maturity,NPK 12-32-16
46,11,20,6.22,1.34,36,34,groundnut,flowering,NPK 10-26-26
34,23,36,6.29,1.26,39,26,maize,vegetative,NPK 19-19-19
25,11,36,5.9,1.1,32,32,groundnut,vegetative,NPK 19-19-19
66,22,32,5.64,1.46,32,55,maize,flowering,DAP
33,16,20,7.05,0.69,28,35,wheat,vegetative,Urea
30,19,49,6.0,1.44,25,40,soybean,flowering,NPK 14-35-14
58,22,33,6.72,0.9,39,47,maize,flowering,NPK 14-35-14
28,25,34,6.88,1.03,33,29,soybean,maturity,MOP
45,23,15,6.44,0.62,27,38,sugarcane,flowering,DAP
35,20,40,7.25,1.04,26,36,maize,maturity,MOP
24,19,26,6.39,1.11,32,20,rice,vegetative,NPK 19-19-19
29,15,12,6.07,1.5,39,32,groundnut,maturity,NPK 12-32-16
69,13,41,7.29,1.48,22,55,sugarcane,flowering,NPK 14-35-14
22,30,40,7.22,1.47,37,39,sugarcane,maturity,MOP
32,10,31,5.83,0.85,19,59,soybean,vegetative,Urea
62,16,44,5.55,1.49,39,25,wheat,maturity,NPK 12-32-16
68,33,47,5.68,0.96,33,42,groundnut,vegetative,Single Super Phosphate
49,18,33,6.07,1.35,35,43,rice,flowering,NPK 14-35-14
64,17,24,7.44,0.72,33,24,rice,maturity,MOP
25,14,18,6.62,1.01,22,51,soybean,vegetative,NPK 19-19-19
36,28,19,6.25,1.47,18,36,soybean,vegetative,NPK 19-19-19
64,19,39,7.28,1.45,36,30,sugarcane,maturity,NPK 12-32-16
38,20,20,6.41,1.18,27,46,soybean,maturity,NPK 12-32-16
61,34,36,6.13,1.3,38,23,wheat,maturity,MOP
54,24,27,7.38,0.68,30,42,sugarcane,maturity,MOP
65,15,21,7.2,1.22,28,42,sugarcane,maturity,NPK 12-32-16
45,24,22,7.19,1.12,32,53,sugarcane,vegetative,Single Super Phosphate
24,14,42,6.52,0.59,19,40,rice,flowering,DAP
48,28,23,7.08,0.61,23,41,groundnut,vegetative,NPK 19-19-19
56,31,42,5.86,0.61,38,20,groundnut,maturity,NPK 12-32-16
39,28,25,6.65,1.22,28,51,rice,maturity,NPK 12-32-16
68,19,43,7.47,0.64,32,47,sugarcane,flowering,NPK 14-35-14
40,21,28,6.08,0.97,26,37,wheat,maturity,NPK 12-32-16
29,31,46,7.09,0.86,29,26,maize,flowering,DAP
24,13,12,6.48,1.05,21,57,sugarcane,maturity,MOP
55,27,40,5.58,1.21,31,25,soybean,vegetative,Single Super Phosphate
25,25,15,7.03,1.18,39,33,groundnut,flowering,NPK 10-26-26
45,17,34,5.84,1.02,20,49,maize,vegetative,NPK 19-19-19
23,13,39,6.76,0.96,38,33,rice,maturity,NPK 12-32-16
58,34,27,5.67,0.9,34,28,rice,vegetative,NPK 19-19-19
58,32,23,7.39,1.36,30,50,maize,vegetative,Single Super Phosphate
69,21,32,6.08,0.83,25,21,groundnut,vegetative,Single Super Phosphate
54,11,28,5.95,0.76,29,37,groundnut,flowering,NPK 10-26-26
20,13,24,5.76,1.24,29,24,soybean,flowering,NPK 14-35-14
43,14,43,7.39,0.86,29,45,rice,flowering,DAP
55,12,48,6.92,1.35,19,42,rice,vegetative,Single Super Phosphate
25,18,26,6.98,0.83,27,31,sugarcane,vegetative,Urea
60,30,23,6.5,1.2,26,33,wheat,maturity,NPK 12-32-16
65,27,26,6.45,0.55,18,32,soybean,flowering,DAP
63,20,45,5.72,0.89,21,54,sugarcane,maturity,MOP
50,12,17,6.62,0.84,31,34,wheat,vegetative,NPK 19-19-19
39,34,28,5.99,1.32,33,54,rice,flowering,NPK 14-35-14
43,32,31,7.45,1.47,35,38,wheat,maturity,NPK 12-32-16
44,11,20,7.09,0.96,19,34,rice,vegetative,Urea
55,18,16,6.33,1.32,23,27,groundnut,vegetative,NPK 19-19-19
40,23,34,5.8,1.2,20,42,sugarcane,vegetative,Single Super Phosphate
49,13,44,7.07,1.47,37,32,rice,flowering,NPK 14-35-14
43,18,49,5.74,1.31,36,42,wheat,flowering,NPK 10-26-26
63,22,25,5.88,0.58,30,50,sugarcane,maturity,MOP
61,27,28,5.92,1.21,34,49,wheat,vegetative,NPK 19-19-19
49,24,30,6.61,1.04,31,21,wheat,flowering,NPK 10-26-26
41,19,44,7.07,0.52,39,30,maize,flowering,NPK 10-26-26
47,25,12,6.13,0.75,28,44,rice,vegetative,Single Super Phosphate
26,21,24,5.67,1.42,33,48,rice,vegetative,NPK 19-19-19
54,29,38,6.43,1.43,28,41,wheat,maturity,NPK 12-32-16
47,14,17,7.0,1.3,35,38,groundnut,maturity,MOP
33,11,17,5.94,1.48,19,28,rice,maturity,MOP
29,19,44,5.94,1.31,38,57,soybean,flowering,NPK 10-26-26
35,10,41,7.39,0.51,25,48,groundnut,flowering,NPK 10-26-26
35,16,46,7.41,0.79,31,29,groundnut,flowering,DAP
50,26,34,7.48,0.53,19,41,groundnut,flowering,NPK 14-35-14
61,25,21,7.12,0.59,30,43,rice,flowering,NPK 14-35-14
44,33,30,5.88,0.72,27,27,groundnut,vegetative,Single Super Phosphate
32,12,39,5.92,1.0,25,25,groundnut,maturity,NPK 12-32-16
25,23,34,6.18,1.35,24,26,sugarcane,maturity,NPK 12-32-16
63,19,15,6.14,1.36,30,39,rice,maturity,NPK 12-32-16
28,31,31,7.41,1.12,36,36,groundnut,maturity,NPK 12-32-16
64,16,30,7.08,1.43,32,55,soybean,vegetative,Urea
55,26,38,6.95,1.0,39,27,groundnut,flowering,NPK 14-35-14
62,15,45,5.87,1.39,19,32,wheat,flowering,DAP
39,32,15,7.32,0.95,39,43,rice,flowering,NPK 14-35-14
37,31,49,7.16,0.78,22,50,sugarcane,maturity,NPK 12-32-16
62,13,18,5.83,1.42,36,42,soybean,maturity,NPK 12-32-16
40,26,18,7.24,0.89,18,36,maize,vegetative,Single Super Phosphate
23,18,37,6.04,1.0,24,43,wheat,vegetative,Urea
69,13,37,5.66,0.83,35,29,wheat,flowering,DAP
52,16,30,6.81,1.16,18,50,wheat,flowering,DAP
46,32,20,6.81,1.5,18,39,soybean,flowering,NPK 10-26-26
26,11,31,5.69,0.53,24,35,rice,flowering,NPK 14-35-14
25,26,27,6.14,1.4,34,33,rice,flowering,NPK 10-26-26
34,33,28,7.49,0.5,23,22,groundnut,flowering,NPK 10-26-26
37,17,33,6.86,0.86,37,49,groundnut,maturity,MOP
51,32,24,6.96,0.67,29,37,rice,vegetative,Urea
30,24,23,5.93,1.26,37,25,groundnut,vegetative,NPK 19-19-19
39,24,21,5.66,0.55,32,39,rice,maturity,NPK 12-32-16
43,17,12,6.05,1.05,30,54,wheat,flowering,NPK 14-35-14
34,25,43,6.0,0.79,29,38,maize,flowering,DAP
67,28,41,5.97,0.63,38,45,wheat,flowering,DAP
26,20,19,5.89,1.27,19,54,groundnut,vegetative,Urea
40,11,32,6.65,0.72,38,31,maize,vegetative,Single Super Phosphate
61,32,33,6.16,0.72,35,27,maize,flowering,NPK 14-35-14
45,33,29,7.14,0.78,21,56,rice,flowering,DAP
63,26,13,5.87,1.09,27,29,sugarcane,maturity,MOP
33,25,20,6.43,1.16,28,40,soybean,flowering,NPK 10-26-26
56,34,14,5.53,0.52,38,48,sugarcane,maturity,NPK 12-32-16
40,24,37,6.46,0.74,23,50,maize,flowering,NPK 14-35-14
37,22,32,5.61,0.93,23,59,sugarcane,flowering,DAP
24,24,41,7.46,0.83,26,26,groundnut,flowering,NPK 10-26-26
22,13,39,7.08,1.38,37,53,maize,maturity,NPK 12-32-16
42,25,47,6.48,1.29,30,53,wheat,maturity,MOP
45,21,37,5.67,1.13,22,49,groundnut,maturity,MOP
56,13,45,6.68,0.84,23,23,wheat,vegetative,NPK 19-19-19
43,12,19,7.02,1.2,21,49,groundnut,vegetative,Urea
68,31,21,5.88,1.34,23,44,rice,flowering,DAP
38,26,25,6.64,1.09,35,33,groundnut,maturity,MOP
44,31,26,7.13,1.28,30,43,soybean,maturity,NPK 12-32-16
40,27,28,7.04,1.25,20,50,wheat,flowering,NPK 10-26-26
31,34,29,7.11,1.07,27,58,groundnut,flowering,NPK 10-26-26
60,27,43,7.26,0.81,21,47,soybean,flowering,NPK 14-35-14
52,32,49,7.38,1.25,32,44,rice,flowering,NPK 14-35-14
69,26,34,6.31,0.71,29,38,groundnut,maturity,NPK 12-32-16
23,21,34,6.64,1.28,32,23,soybean,vegetative,NPK 19-19-19
61,32,46,7.08,1.3,38,53,groundnut,maturity,NPK 12-32-16
26,30,26,6.89,1.32,27,51,wheat,vegetative,Urea
41,33,35,7.49,0.97,29,44,wheat,flowering,DAP
52,13,39,5.53,0.69,39,41,sugarcane,vegetative,NPK 19-19-19
36,21,27,6.21,0.6,25,47,sugarcane,maturity,MOP
43,32,27,6.06,1.24,38,37,groundnut,maturity,MOP
53,31,17,6.02,1.39,38,26,sugarcane,maturity,MOP
47,30,13,5.95,1.15,20,30,groundnut,maturity,MOP
62,29,24,6.92,0.64,24,30,groundnut,maturity,NPK 12-32-16
60,24,20,5.67,1.43,35,28,soybean,maturity,NPK 12-32-16
58,32,45,6.98,1.49,20,54,wheat,flowering,NPK 10-26-26
41,25,28,6.89,0.93,32,56,rice,vegetative,Urea
68,14,38,6.0,1.09,19,42,maize,flowering,DAP
36,30,40,6.01,1.28,32,52,wheat,vegetative,Single Super Phosphate
53,24,48,6.76,1.24,30,20,sugarcane,vegetative,Single Super Phosphate
25,26,33,7.02,1.47,37,39,groundnut,vegetative,NPK 19-19-19
65,27,35,7.25,0.61,27,24,sugarcane,maturity,NPK 12-32-16
25,14,18,7.2,1.08,25,48,soybean,maturity,MOP
53,22,45,7.43,1.19,33,45,sugarcane,maturity,NPK 12-32-16
20,28,23,6.66,1.39,33,57,soybean,vegetative,Single Super Phosphate
29,22,34,7.32,1.37,19,22,rice,vegetative,Urea
40,27,26,7.12,1.48,26,40,groundnut,vegetative,NPK 19-19-19
24,23,44,7.29,1.01,25,32,sugarcane,flowering,NPK 10-26-26
21,13,24,5.52,1.33,28,50,soybean,maturity,MOP
41,13,34,7.43,0.93,18,36,sugarcane,maturity,MOP
67,29,49,6.45,0.92,38,54,soybean,maturity,MOP
21,29,43,7.1,0.75,28,42,groundnut,flowering,NPK 14-35-14
29,28,46,5.75,1.32,35,22,groundnut,flowering,NPK 10-26-26
53,22,12,6.29,1.49,38,21,wheat,flowering,DAP
35,21,16,6.04,0.76,32,22,soybean,vegetative,Single Super Phosphate
67,16,24,6.08,0.56,26,39,maize,flowering,NPK 14-35-14
58,34,16,5.75,1.32,26,28,rice,vegetative,Urea
41,21,43,7.11,1.12,18,23,wheat,vegetative,Single Super Phosphate
31,30,32,5.52,1.46,24,44,rice,maturity,NPK 12-32-16
43,13,35,6.13,0.75,29,20,wheat,maturity,MOP
66,11,29,5.85,0.57,27,58,sugarcane,flowering,NPK 10-26-26
59,11,32,6.68,0.99,36,31,soybean,vegetative,NPK 19-19-19
57,14,21,6.01,0.59,33,59,sugarcane,vegetative,NPK 19-19-19
29,32,35,6.02,0.76,23,59,rice,vegetative,NPK 19-19-19
54,19,32,6.48,0.63,28,43,groundnut,maturity,NPK 12-32-16
68,19,36,6.81,0.72,36,28,rice,maturity,NPK 12-32-16
51,18,34,5.74,0.61,36,39,wheat,maturity,MOP
26,22,33,5.85,1.45,35,24,rice,maturity,MOP
40,16,15,5.99,0.78,32,39,soybean,maturity,NPK 12-32-16
39,14,45,7.45,0.94,33,40,rice,maturity,MOP
45,19,17,6.29,1.4,31,21,sugarcane,flowering,DAP
23,19,39,6.7,1.18,25,40,groundnut,flowering,NPK 14-35-14
65,15,42,5.98,1.12,25,43,soybean,flowering,DAP
41,28,46,6.48,1.21,19,28,rice,flowering,NPK 14-35-14
34,30,34,5.65,1.33,23,58,maize,vegetative,NPK 19-19-19
59,17,17,5.57,1.38,30,49,maize,maturity,MOP
40,10,27,6.44,1.14,30,37,groundnut,maturity,MOP
34,26,13,6.3,1.39,38,29,sugarcane,flowering,NPK 10-26-26
41,16,35,5.77,1.04,29,40,wheat,vegetative,Single Super Phosphate
47,23,28,6.88,0.78,19,41,wheat,flowering,DAP
33,30,12,7.49,1.38,38,36,groundnut,maturity,MOP
46,30,17,6.29,1.04,37,24,rice,flowering,NPK 14-35-14
60,26,16,6.75,1.41,29,25,soybean,vegetative,NPK 19-19-19
59,18,40,7.43,0.54,34,29,groundnut,maturity,NPK 12-32-16
47,26,23,7.16,0.9,23,21,wheat,vegetative,NPK 19-19-19
45,14,14,6.43,1.45,24,26,maize,flowering,NPK 10-26-26
68,34,12,6.97,0.75,23,23,wheat,maturity,MOP
21,29,38,5.76,1.44,38,56,maize,vegetative,NPK 19-19-19
44,17,35,6.52,1.45,21,38,wheat,vegetative,Urea
22,15,30,6.06,1.38,38,47,sugarcane,vegetative,NPK 19-19-19
27,20,19,5.82,1.06,26,39,groundnut,maturity,NPK 12-32-16
63,28,13,6.35,1.15,22,49,soybean,maturity,NPK 12-32-16
52,13,41,5.76,1.37,27,57,groundnut,flowering,NPK 10-26-26
61,27,41,6.9,1.28,32,21,rice,flowering,DAP
54,10,43,6.41,1.13,25,22,maize,maturity,NPK 12-32-16
25,22,12,6.56,1.48,21,58,wheat,vegetative,Urea
58,23,49,5.79,1.19,22,44,rice,maturity,MOP
42,33,24,5.78,1.48,24,21,maize,maturity,NPK 12-32-16
44,10,22,6.67,0.56,23,58,groundnut,maturity,NPK 12-32-16
69,20,21,7.47,0.64,30,34,maize,maturity,NPK 12-32-16
62,26,37,5.69,0.95,36,22,sugarcane,flowering,DAP
38,13,31,6.07,0.88,27,24,wheat,flowering,NPK 14-35-14
24,21,28,7.24,1.28,32,59,groundnut,vegetative,Single Super Phosphate
30,19,28,5.64,0.66,20,55,rice,maturity,MOP
31,15,15,7.25,1.48,35,59,wheat,maturity,NPK 12-32-16
29,34,16,6.55,0.82,31,57,groundnut,flowering,DAP
27,10,34,6.32,0.93,20,56,wheat,flowering,NPK 14-35-14
43,16,21,6.12,0.77,28,46,soybean,maturity,MOP
47,30,39,6.09,1.08,27,24,maize,flowering,DAP
60,25,44,6.11,0.56,34,36,maize,maturity,NPK 12-32-16
55,33,37,7.27,0.65,30,57,soybean,vegetative,NPK 19-19-19
56,23,40,6.95,1.25,19,31,soybean,vegetative,NPK 19-19-19
40,32,38,6.84,0.69,30,50,wheat,vegetative,Urea
27,29,29,7.1,0.74,36,52,maize,maturity,MOP
28,29,21,6.01,1.29,22,48,rice,flowering,DAP
66,15,16,6.74,0.59,33,57,sugarcane,vegetative,Urea
34,31,21,6.42,0.94,27,22,groundnut,maturity,MOP
67,34,32,7.06,0.52,29,57,soybean,vegetative,NPK 19-19-19
65,14,35,6.12,0.85,37,59,rice,vegetative,Urea
59,33,49,6.79,1.2,30,49,rice,flowering,NPK 10-26-26
37,30,14,7.26,0.59,38,41,wheat,maturity,NPK 12-32-16
61,27,42,6.3,1.39,33,57,soybean,flowering,NPK 10-26-26
39,24,48,5.63,1.41,39,51,rice,flowering,DAP
25,15,13,6.53,0.6,38,29,sugarcane,flowering,NPK 14-35-14
31,34,13,6.19,1.49,18,51,rice,vegetative,Single Super Phosphate
21,28,45,6.84,0.8,39,23,sugarcane,vegetative,NPK 19-19-19
26,10,31,7.4,0.58,26,48,sugarcane,vegetative,NPK 19-19-19
35,10,44,6.47,0.51,33,27,sugarcane,maturity,MOP
22,22,15,6.43,0.91,36,39,soybean,flowering,NPK 10-26-26
64,12,22,6.81,1.13,32,26,sugarcane,vegetative,Single Super Phosphate
22,19,16,5.71,0.83,35,20,soybean,flowering,NPK 14-35-14
46,30,36,6.01,1.34,39,44,rice,flowering,DAP
69,12,48,7.34,1.22,29,45,sugarcane,flowering,NPK 10-26-26
62,18,45,6.84,0.85,31,28,maize,flowering,NPK 10-26-26
59,17,20,5.53,1.23,20,42,rice,flowering,DAP
57,12,17,5.91,1.44,21,59,groundnut,vegetative,Single Super Phosphate
52,34,29,6.87,0.59,23,21,maize,maturity,NPK 12-32-16
47,22,25,7.03,0.81,33,45,maize,maturity,NPK 12-32-16
20,15,30,7.18,0.96,30,33,wheat,maturity,MOP
27,22,25,6.08,1.0,29,50,soybean,maturity,NPK 12-32-16
